category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,age_group,return_probability,risk_score,risk_level
Sports,201.44,0.15,1,Debit Card,15-05-2024,22-05-2024,South,0,171.22,6.94,44.43,55,Male,7,46-60,0.508078046,50.81,High
Grocery,21.78,0.2,1,UPI,12-09-2024,17-09-2024,East,0,17.42,6.46,-5.07,21,Male,5,18-25,0.034270348,3.43,Low
Fashion,10.31,0.1,1,COD,03-09-2024,08-09-2024,South,1,9.28,3.27,-0.02,48,Male,5,46-60,0.623146048,62.31,High
Sports,158.81,0,4,COD,20-01-2024,23-01-2024,North,0,635.24,8.47,182.1,23,Male,3,18-25,0.328295748,32.83,Low
Fashion,55.37,0,1,Debit Card,15-05-2024,21-05-2024,South,0,55.37,6.22,13.16,41,Female,6,36-45,0.594756779,59.48,High
Sports,58.2,0.15,1,Credit Card,07-10-2024,11-10-2024,Central,0,49.47,5.07,9.77,25,Male,4,18-25,0.34606956,34.61,Low
Electronics,78.59,0,1,PayPal,12-12-2024,17-12-2024,East,1,78.59,4.44,4.99,21,Female,5,18-25,0.539088227,53.91,High
Home,131.42,0,1,Credit Card,27-12-2023,01-01-2024,East,0,131.42,6.59,30.21,43,Male,5,36-45,0.481976342,48.2,Medium
Fashion,95,0,1,PayPal,22-02-2025,27-02-2025,South,0,95,7.38,25.87,52,Female,5,46-60,0.578212797,57.82,High
Fashion,31.84,0,3,Credit Card,16-11-2024,22-11-2024,East,0,95.52,8.08,25.35,21,Male,6,18-25,0.482237757,48.22,Medium
Sports,64.31,0,1,Credit Card,28-06-2025,02-07-2025,North,0,64.31,8.25,11.04,23,Male,4,18-25,0.427917898,42.79,Medium
Fashion,91.17,0.05,1,Credit Card,04-07-2025,10-07-2025,West,0,86.61,6.84,23.47,66,Female,6,60+,0.502932143,50.29,High
Sports,33.25,0,1,Debit Card,09-01-2025,14-01-2025,West,0,33.25,4.43,5.54,38,Female,5,36-45,0.355254396,35.53,Low
Home,34.93,0,1,Credit Card,25-03-2025,30-03-2025,East,0,34.93,6.43,3.35,69,Male,5,60+,0.441215783,44.12,Medium
Electronics,436.54,0.05,3,Debit Card,05-01-2024,09-01-2024,South,0,1244.14,9.34,139.96,27,Male,4,26-35,0.504357195,50.44,High
Home,150.68,0.1,1,Wallet,18-10-2024,22-10-2024,North,0,135.61,9.53,28.44,39,Male,4,36-45,0.528036079,52.8,High
Toys,49.83,0,1,Debit Card,25-05-2024,28-05-2024,North,0,49.83,6.65,13.28,47,Male,3,46-60,0.422128083,42.21,Medium
Grocery,6.36,0,2,Debit Card,10-05-2024,13-05-2024,Central,0,12.72,2.55,-1.53,23,Female,3,18-25,0.078287195,7.83,Low
Home,39.71,0.05,1,Credit Card,11-01-2024,15-01-2024,Central,0,37.72,4.82,5.74,45,Male,4,36-45,0.47289496,47.29,Medium
Electronics,232.02,0.05,1,Debit Card,21-07-2025,24-07-2025,North,0,220.42,6.93,19.52,27,Other,3,26-35,0.499212036,49.92,High
Electronics,207.35,0,1,Credit Card,23-07-2025,28-07-2025,West,0,207.35,7.22,17.66,19,Female,5,18-25,0.490694276,49.07,Medium
Toys,56.72,0,1,Debit Card,29-04-2024,04-05-2024,West,0,56.72,5.18,17.51,25,Female,5,18-25,0.404278267,40.43,Medium
Sports,255.46,0.05,1,COD,19-11-2024,24-11-2024,North,0,242.69,8.44,64.37,57,Male,5,46-60,0.538075771,53.81,High
Fashion,32.48,0.1,1,Credit Card,16-06-2024,21-06-2024,East,0,29.23,5.62,4.61,45,Female,5,36-45,0.456079367,45.61,Medium
Home,80.03,0,1,Credit Card,17-01-2025,20-01-2025,Central,0,80.03,6.76,15.65,48,Female,3,46-60,0.503332971,50.33,High
Toys,13.58,0,2,Debit Card,20-02-2025,26-02-2025,South,0,27.16,4.56,6.3,24,Female,6,18-25,0.439738924,43.97,Medium
Home,182.83,0.05,1,COD,04-06-2024,11-06-2024,West,0,173.69,7.3,41.33,37,Male,7,36-45,0.518651653,51.87,High
Sports,88.53,0.05,3,Credit Card,04-06-2024,09-06-2024,West,1,252.31,8.89,66.8,25,Male,5,18-25,0.541084194,54.11,High
Fashion,21.7,0.1,1,PayPal,23-03-2024,26-03-2024,North,0,19.53,5.73,1.11,23,Male,3,18-25,0.480304759,48.03,Medium
Sports,153.98,0,1,Wallet,25-01-2024,28-01-2024,Central,0,153.98,7.11,39.08,62,Female,3,60+,0.441839514,44.18,Medium
Home,318.31,0.15,5,COD,17-04-2024,22-04-2024,South,0,1352.82,10.74,368.05,35,Male,5,26-35,0.283510773,28.35,Low
Beauty,33.99,0,1,Wallet,12-05-2025,18-05-2025,East,0,33.99,3.97,11.33,26,Male,6,26-35,0.446616645,44.66,Medium
Beauty,8.3,0,1,UPI,10-03-2025,15-03-2025,North,0,8.3,4.14,-0.4,32,Male,5,26-35,0.338205845,33.82,Low
Home,216.6,0.1,1,UPI,22-05-2024,27-05-2024,West,1,194.94,8.16,46.42,31,Female,5,26-35,0.552856627,55.29,High
Home,603.21,0,2,Wallet,21-03-2024,26-03-2024,West,0,1206.42,9.86,327.94,55,Female,5,46-60,0.422844687,42.28,Medium
Fashion,61.82,0.2,1,Debit Card,28-06-2025,02-07-2025,Central,0,49.46,4.85,12.46,64,Male,4,60+,0.425380812,42.54,Medium
Grocery,4.68,0,1,Debit Card,17-05-2025,22-05-2025,North,0,4.68,3.1,-2.73,58,Other,5,46-60,0.174668423,17.47,Low
Grocery,1.07,0.1,1,Credit Card,24-02-2025,27-02-2025,North,0,0.96,2.08,-2,39,Male,3,36-45,0.065657707,6.57,Low
Beauty,14.93,0,1,Debit Card,11-08-2025,15-08-2025,South,0,14.93,4.09,2.63,21,Male,4,18-25,0.424820639,42.48,Medium
Electronics,256.49,0,4,COD,02-02-2025,05-02-2025,North,0,1025.96,10.07,113.05,55,Female,3,46-60,0.449572203,44.96,Medium
Electronics,831.34,0.05,1,UPI,23-08-2024,28-08-2024,West,0,789.77,10.22,84.55,62,Male,5,60+,0.504497585,50.45,High
Toys,21.01,0,3,UPI,01-08-2024,07-08-2024,East,0,63.03,6.7,18.51,34,Male,6,26-35,0.322974047,32.3,Low
Grocery,5.35,0,1,Credit Card,02-11-2024,07-11-2024,North,0,5.35,1.64,-1.21,40,Male,5,36-45,0.051971062,5.2,Low
Electronics,432.45,0.2,1,Credit Card,22-02-2024,25-02-2024,Central,0,345.96,10.31,31.21,55,Female,3,46-60,0.498901771,49.89,Medium
Sports,19.51,0.05,1,Debit Card,24-10-2023,29-10-2023,North,0,18.53,5.91,-0.35,45,Female,5,36-45,0.350725796,35.07,Low
Beauty,8.88,0,3,Debit Card,25-04-2025,02-05-2025,South,0,26.64,7.36,4.63,47,Female,7,46-60,0.427267024,42.73,Medium
Fashion,72.09,0,3,COD,10-03-2025,14-03-2025,Central,0,216.27,7.99,67.7,66,Other,4,60+,0.517640085,51.76,High
Home,56.44,0.1,1,Credit Card,18-04-2025,21-04-2025,North,0,50.8,5.94,8.28,61,Female,3,60+,0.417162007,41.72,Medium
Sports,13.11,0,1,Credit Card,12-07-2024,18-07-2024,West,0,13.11,5.18,-1.25,34,Male,6,26-35,0.347542818,34.75,Low
Electronics,273.18,0.1,1,Wallet,10-10-2023,14-10-2023,North,0,245.86,11.14,18.36,55,Female,4,46-60,0.56202589,56.2,High
Fashion,57.76,0.1,1,UPI,11-02-2024,14-02-2024,North,0,51.98,3.82,14.37,48,Male,3,46-60,0.414794106,41.48,Medium
Electronics,555.7,0,1,Credit Card,24-09-2023,29-09-2023,East,0,555.7,11.74,54.94,30,Female,5,26-35,0.524433715,52.44,High
Grocery,5.81,0.3,1,Debit Card,23-08-2024,28-08-2024,North,0,4.07,3.03,-2.7,52,Male,5,46-60,0.090412679,9.04,Low
Beauty,16.54,0,2,COD,04-12-2024,10-12-2024,East,0,33.08,4.48,10.41,28,Male,6,26-35,0.396485717,39.65,Medium
Beauty,22.92,0.15,1,Debit Card,27-11-2024,01-12-2024,West,0,19.48,3.72,5.05,40,Male,4,36-45,0.406585576,40.66,Medium
Sports,17.63,0.15,2,UPI,07-04-2024,12-04-2024,East,0,29.97,6.35,2.64,28,Female,5,26-35,0.406718964,40.67,Medium
Grocery,3.9,0.05,1,Credit Card,04-01-2025,10-01-2025,West,0,3.7,3.74,-3.44,43,Female,6,36-45,0.193786548,19.38,Low
Electronics,199.78,0,1,Credit Card,29-09-2023,03-10-2023,Central,0,199.78,7.8,16.17,57,Male,4,46-60,0.518831338,51.88,High
Electronics,151.03,0.05,1,Credit Card,02-12-2023,08-12-2023,West,0,143.48,8.7,8.52,62,Female,6,60+,0.527863369,52.79,High
Fashion,35.83,0,1,Credit Card,14-08-2025,18-08-2025,Central,0,35.83,6.06,6.48,60,Male,4,46-60,0.593206087,59.32,High
Grocery,14.85,0,1,Debit Card,30-10-2024,02-11-2024,Central,0,14.85,4.94,-3.75,40,Female,3,36-45,0.095887522,9.59,Low
Home,112.15,0,1,COD,07-05-2025,11-05-2025,North,0,112.15,8,23.4,37,Female,4,36-45,0.453232421,45.32,Medium
Toys,31.27,0,1,Debit Card,13-11-2024,18-11-2024,Central,0,31.27,3.93,8.58,34,Female,5,26-35,0.445787495,44.58,Medium
Fashion,53.4,0,1,Credit Card,21-12-2023,25-12-2023,West,0,53.4,6.28,12.41,26,Male,4,26-35,0.582334866,58.23,High
Home,55.45,0,2,COD,25-02-2025,03-03-2025,East,0,110.9,8.04,23.01,24,Other,6,18-25,0.472492072,47.25,Medium
Electronics,91.53,0,4,Debit Card,28-03-2024,02-04-2024,South,0,366.12,9.17,34.76,69,Male,5,60+,0.44047402,44.05,Medium
Home,144.4,0,1,Wallet,22-08-2025,28-08-2025,South,0,144.4,7.48,32.95,60,Other,6,46-60,0.506445755,50.64,High
Fashion,16.71,0,1,Credit Card,26-09-2024,01-10-2024,West,1,16.71,3.6,2.25,69,Female,5,60+,0.625625406,62.56,High
Beauty,12.4,0,1,Debit Card,03-06-2025,08-06-2025,West,0,12.4,1.45,4.13,62,Female,5,60+,0.351240001,35.12,Low
Toys,33.19,0,1,Debit Card,29-03-2024,02-04-2024,North,1,33.19,4.23,9.05,68,Male,4,60+,0.398422962,39.84,Medium
Grocery,4.27,0.05,1,UPI,08-12-2024,12-12-2024,West,0,4.06,2.8,-2.48,35,Male,4,26-35,0.122789433,12.28,Low
Fashion,42.95,0,1,Credit Card,28-06-2024,06-07-2024,West,1,42.95,6.58,8.45,23,Female,8,18-25,0.615444552,61.54,High
Sports,19.8,0.15,2,PayPal,28-12-2023,03-01-2024,East,1,33.66,4.4,5.7,32,Female,6,26-35,0.462203361,46.22,Medium
Grocery,8.09,0,1,Debit Card,03-01-2025,09-01-2025,West,0,8.09,3.52,-2.87,26,Female,6,26-35,0.145241529,14.52,Low
Electronics,1325.94,0,1,Wallet,04-12-2024,10-12-2024,West,1,1325.94,10.56,148.55,50,Female,6,46-60,0.559754537,55.98,High
Beauty,78.64,0,1,Credit Card,07-04-2024,11-04-2024,West,0,78.64,7.48,27.91,58,Female,4,46-60,0.520346096,52.03,High
Beauty,74.78,0,2,Credit Card,14-08-2024,18-08-2024,West,0,149.56,8.02,59.28,31,Female,4,26-35,0.498153913,49.82,Medium
Fashion,49.46,0,1,UPI,01-09-2024,05-09-2024,Central,0,49.46,6.79,10.52,24,Male,4,18-25,0.569676275,56.97,High
Electronics,163.46,0,1,Wallet,12-11-2024,15-11-2024,Central,0,163.46,8.8,10.82,65,Male,3,60+,0.493472776,49.35,Medium
Fashion,26.56,0.1,1,UPI,25-10-2023,02-11-2023,South,0,23.9,3.8,4.56,57,Male,8,46-60,0.448237377,44.82,Medium
Beauty,8.65,0,1,UPI,13-11-2024,17-11-2024,South,0,8.65,1.35,2.54,27,Female,4,26-35,0.288162561,28.82,Low
Fashion,10.05,0,1,Wallet,16-06-2025,21-06-2025,West,0,10.05,3.33,0.19,59,Female,5,46-60,0.52147333,52.15,High
Fashion,14.09,0.05,1,Credit Card,24-12-2024,27-12-2024,North,0,13.39,4.85,-0.16,35,Male,3,26-35,0.433196447,43.32,Medium
Sports,71.92,0.05,1,Credit Card,02-01-2025,06-01-2025,North,0,68.32,6.62,13.88,25,Male,4,18-25,0.418009558,41.8,Medium
Home,13.61,0,1,UPI,14-06-2025,17-06-2025,Central,0,13.61,3.73,0.08,62,Male,3,60+,0.398079705,39.81,Medium
Electronics,960.03,0,1,Credit Card,03-08-2024,08-08-2024,South,0,960.03,10.57,104.63,34,Female,5,26-35,0.509534937,50.95,High
Home,118.58,0,1,Credit Card,14-08-2024,19-08-2024,East,0,118.58,6.57,26.63,30,Male,5,26-35,0.465736735,46.57,Medium
Grocery,3.51,0,1,Debit Card,13-02-2024,18-02-2024,West,0,3.51,4.1,-3.82,65,Other,5,60+,0.26632783,26.63,Low
Fashion,31.47,0,1,Wallet,08-07-2024,12-07-2024,North,0,31.47,6.65,4.36,24,Other,4,18-25,0.585944771,58.59,High
Fashion,28.21,0.05,2,UPI,30-08-2025,04-09-2025,South,0,53.6,7.21,11.55,69,Male,5,60+,0.499350913,49.94,High
Electronics,636.28,0,1,Credit Card,09-10-2023,14-10-2023,East,0,636.28,8.86,67.49,18,Male,5,18-25,0.468537657,46.85,Medium
Fashion,11.31,0,4,Debit Card,28-07-2025,01-08-2025,Central,0,45.24,7.52,8.31,30,Male,4,26-35,0.47755542,47.76,Medium
Beauty,16.77,0,3,UPI,23-02-2025,28-02-2025,West,0,50.31,5.92,16.72,44,Male,5,36-45,0.372953057,37.3,Medium
Grocery,17.36,0.1,1,PayPal,20-05-2025,27-05-2025,East,0,15.62,3.76,-2.51,66,Female,7,60+,0.115106623,11.51,Low
Beauty,14.44,0,1,PayPal,03-04-2025,09-04-2025,East,0,14.44,3.35,3.15,46,Female,6,46-60,0.403082507,40.31,Medium
Home,68.27,0.1,1,Debit Card,02-02-2024,05-02-2024,North,0,61.44,5.13,12.07,46,Male,3,46-60,0.342820552,34.28,Low
Home,64.8,0.1,1,Debit Card,18-05-2024,23-05-2024,West,0,58.32,4.3,12.03,38,Female,5,36-45,0.329402126,32.94,Low
Electronics,516.55,0,1,Debit Card,07-02-2024,13-02-2024,North,0,516.55,10.52,51.47,24,Male,6,18-25,0.516876388,51.69,High
Electronics,91.29,0.15,2,Credit Card,20-02-2024,27-02-2024,West,0,155.19,7.67,10.95,49,Female,7,46-60,0.501005501,50.1,High
Toys,40.21,0.2,1,Credit Card,16-07-2025,20-07-2025,North,0,32.17,5.65,7.22,65,Male,4,60+,0.375216798,37.52,Medium
Home,19.68,0,1,PayPal,12-02-2024,19-02-2024,East,0,19.68,3.47,2.04,28,Female,7,26-35,0.372909335,37.29,Medium
Electronics,174.86,0.1,2,Credit Card,01-03-2025,06-03-2025,Central,0,314.75,9.07,28.7,21,Male,5,18-25,0.531733167,53.17,High
Fashion,29.23,0,1,Wallet,26-02-2025,04-03-2025,East,0,29.23,5.56,4.67,35,Female,6,26-35,0.586907619,58.69,High
Fashion,29.59,0.05,1,Debit Card,06-02-2024,12-02-2024,East,0,28.11,3.93,5.91,34,Female,6,26-35,0.552210819,55.22,High
Toys,6.09,0.05,2,Credit Card,19-10-2023,23-10-2023,South,0,11.57,3.86,0.77,56,Female,4,46-60,0.404753714,40.48,Medium
Home,131.69,0.1,1,Debit Card,23-04-2025,29-04-2025,South,0,118.52,6.58,26.61,48,Female,6,46-60,0.484817359,48.48,Medium
Toys,13.89,0,1,Credit Card,06-10-2024,10-10-2024,Central,0,13.89,4.4,1.16,42,Female,4,36-45,0.433384897,43.34,Medium
Beauty,23.54,0.2,2,Wallet,29-07-2024,02-08-2024,North,1,37.66,2.75,14.2,23,Male,4,18-25,0.481641077,48.16,Medium
Electronics,360.14,0,2,PayPal,17-03-2025,21-03-2025,West,0,720.28,9.73,76.7,40,Male,4,36-45,0.523418475,52.34,High
Grocery,3.8,0,1,COD,07-03-2024,10-03-2024,North,0,3.8,1.48,-1.18,47,Male,3,46-60,0.070249166,7.02,Low
Fashion,129.36,0.1,1,Credit Card,22-11-2023,28-11-2023,West,0,116.42,6.27,34.48,49,Male,6,46-60,0.485176417,48.52,Medium
Fashion,92.15,0.2,2,Credit Card,09-08-2024,14-08-2024,South,0,147.44,8.69,42.91,31,Male,5,26-35,0.446755387,44.68,Medium
Toys,36.66,0.2,1,Debit Card,22-12-2023,26-12-2023,North,0,29.33,6.12,5.61,32,Female,4,26-35,0.40184169,40.18,Medium
Fashion,42.3,0,2,PayPal,21-03-2024,27-03-2024,South,0,84.6,8.09,21.52,19,Male,6,18-25,0.472756787,47.28,Medium
Home,235.82,0,1,UPI,01-12-2024,06-12-2024,West,1,235.82,9.37,56.66,35,Female,5,26-35,0.533672521,53.37,High
Toys,21.42,0,1,Debit Card,06-06-2025,11-06-2025,West,0,21.42,5.15,3.42,55,Female,5,46-60,0.43924384,43.92,Medium
Beauty,17.67,0.15,3,Debit Card,17-10-2024,23-10-2024,South,0,45.06,5.6,14.68,32,Male,6,26-35,0.353428569,35.34,Low
Fashion,73.65,0.1,3,COD,16-03-2024,19-03-2024,Central,0,198.86,7.32,62.28,23,Female,3,18-25,0.465740069,46.57,Medium
Sports,100.09,0,1,COD,25-08-2024,28-08-2024,North,1,100.09,7.28,22.75,33,Male,3,26-35,0.496167911,49.62,Medium
Toys,2.04,0,1,Credit Card,05-10-2024,08-10-2024,Central,0,2.04,2.51,-1.69,48,Female,3,46-60,0.258556939,25.86,Low
Home,774.99,0.05,1,UPI,27-02-2025,02-03-2025,Central,0,736.24,10.23,195.92,34,Male,3,26-35,0.376929301,37.69,Medium
Beauty,16.77,0.05,1,UPI,17-07-2024,22-07-2024,Central,0,15.93,2.13,5.04,32,Female,5,26-35,0.389220955,38.92,Medium
Grocery,12.17,0.05,1,Credit Card,16-12-2023,22-12-2023,North,0,11.56,5.18,-4.26,38,Female,6,36-45,0.0902491,9.02,Low
Grocery,7.86,0,1,Credit Card,24-08-2025,29-08-2025,South,0,7.86,2.94,-2.31,67,Male,5,60+,0.184133829,18.41,Low
Home,23.92,0.1,1,PayPal,14-11-2024,20-11-2024,East,0,21.53,4.35,1.68,64,Female,6,60+,0.415425438,41.54,Medium
Electronics,633.64,0,1,Debit Card,14-07-2025,18-07-2025,North,0,633.64,10.12,65.92,24,Female,4,18-25,0.458636555,45.86,Medium
Sports,122.83,0.2,1,Debit Card,06-08-2024,11-08-2024,East,0,98.26,7.32,22.16,20,Female,5,18-25,0.461578128,46.16,Medium
Fashion,91.69,0.15,1,UPI,06-10-2024,12-10-2024,West,0,77.94,6.52,20.76,35,Male,6,26-35,0.561495816,56.15,High
Sports,75.05,0.3,1,COD,17-04-2025,21-04-2025,Central,0,52.54,6.29,9.47,21,Other,4,18-25,0.331964423,33.2,Low
Fashion,82.13,0.05,1,Debit Card,06-05-2025,11-05-2025,South,0,78.02,6.85,20.46,65,Female,5,60+,0.52848557,52.85,High
Sports,167.15,0.05,1,PayPal,14-02-2024,18-02-2024,West,0,158.79,8.18,39.46,40,Male,4,36-45,0.51186715,51.19,High
Home,63.97,0,1,Credit Card,08-05-2025,13-05-2025,North,0,63.97,6.72,11.19,50,Other,5,46-60,0.468100325,46.81,Medium
Grocery,1.05,0,1,Debit Card,03-10-2024,08-10-2024,West,0,1.05,2.17,-2.09,60,Male,5,46-60,0.101920384,10.19,Low
Electronics,688.49,0.1,2,Credit Card,26-08-2024,30-08-2024,South,1,1239.28,12.38,136.33,24,Female,4,18-25,0.513095258,51.31,High
Electronics,116.34,0,1,COD,16-06-2024,21-06-2024,West,0,116.34,7.18,6.78,20,Female,5,18-25,0.427900121,42.79,Medium
Toys,41.93,0,1,Wallet,13-10-2024,18-10-2024,East,0,41.93,5.8,10.97,26,Female,5,26-35,0.46436142,46.44,Medium
Home,136.81,0.15,1,UPI,03-03-2024,08-03-2024,West,0,116.29,5.98,26.58,44,Female,5,36-45,0.397676147,39.77,Medium
Home,142.61,0,2,COD,02-06-2025,08-06-2025,West,0,285.22,7.39,72.47,42,Female,6,36-45,0.47053445,47.05,Medium
Grocery,4.74,0,1,Debit Card,31-10-2023,05-11-2023,North,0,4.74,3.08,-2.7,47,Male,5,46-60,0.182671464,18.27,Low
Beauty,15.62,0.05,1,UPI,05-10-2023,08-10-2023,Central,0,14.84,3.39,3.29,44,Male,3,36-45,0.417397801,41.74,Medium
Sports,46.79,0,1,Credit Card,11-06-2025,15-06-2025,North,0,46.79,4.39,9.65,32,Female,4,26-35,0.407179106,40.72,Medium
Electronics,118.62,0.05,1,Debit Card,02-05-2025,09-05-2025,South,0,112.69,7.43,6.09,48,Male,7,46-60,0.507195975,50.72,High
Sports,136.77,0,2,PayPal,02-03-2024,08-03-2024,East,0,273.54,8.42,73.64,42,Male,6,36-45,0.508594971,50.86,High
Home,23.27,0.1,1,Credit Card,02-09-2024,07-09-2024,West,0,20.94,5.67,0.19,38,Male,5,36-45,0.473826957,47.38,Medium
Home,104.45,0.1,2,Credit Card,20-01-2025,24-01-2025,South,0,188.01,6.82,45.82,45,Male,4,36-45,0.497184626,49.72,Medium
Toys,17.1,0,1,Credit Card,14-03-2024,19-03-2024,South,0,17.1,4.19,2.65,50,Male,5,46-60,0.451897528,45.19,Medium
Beauty,79.19,0.05,2,COD,29-10-2023,03-11-2023,East,0,150.46,8.04,59.67,18,Female,5,18-25,0.515482224,51.55,High
Grocery,27.8,0.1,1,Credit Card,16-11-2023,22-11-2023,East,0,25.02,4.01,-2.01,39,Female,6,36-45,0.104859995,10.49,Low
Toys,15.31,0,1,Debit Card,31-07-2024,07-08-2024,South,0,15.31,4.01,2.11,24,Female,7,18-25,0.400027241,40,Medium
Sports,192.81,0,1,Credit Card,01-09-2025,06-09-2025,East,0,192.81,8.2,49.64,43,Female,5,36-45,0.494907203,49.49,Medium
Beauty,41.3,0,1,Credit Card,20-03-2025,25-03-2025,North,0,41.3,6.63,11.96,58,Female,5,46-60,0.452016382,45.2,Medium
Home,13.73,0.05,4,UPI,29-04-2025,02-05-2025,North,0,52.17,6.43,8.18,31,Male,3,26-35,0.341834615,34.18,Low
Electronics,879.66,0.15,1,UPI,14-11-2023,21-11-2023,West,0,747.71,9.38,80.35,46,Male,7,46-60,0.511083644,51.11,High
Electronics,428.45,0,1,Wallet,29-06-2025,02-07-2025,North,0,428.45,10.35,41.06,21,Female,3,18-25,0.524917749,52.49,High
Electronics,412.24,0,1,Debit Card,16-04-2024,23-04-2024,North,0,412.24,10.08,39.39,53,Female,7,46-60,0.517884441,51.79,High
Grocery,17.46,0.2,1,UPI,25-05-2025,28-05-2025,North,0,13.97,4.05,-2.93,24,Other,3,18-25,0.044636135,4.46,Low
Fashion,17.52,0,2,Debit Card,10-08-2024,15-08-2024,Central,0,35.04,3.81,8.45,53,Female,5,46-60,0.551983703,55.2,High
Sports,12.91,0,1,Credit Card,03-09-2025,07-09-2025,South,0,12.91,2.95,0.92,61,Female,4,60+,0.341149448,34.11,Low
Beauty,9.46,0.3,2,Credit Card,03-07-2024,07-07-2024,Central,0,13.24,3.93,2.03,67,Female,4,60+,0.317086126,31.71,Low
Beauty,41.78,0.05,1,Credit Card,23-05-2024,28-05-2024,East,0,39.69,5.39,12.47,47,Male,5,46-60,0.430384891,43.04,Medium
Beauty,25.29,0.05,1,COD,07-07-2024,11-07-2024,North,0,24.03,6.8,4.01,58,Female,4,46-60,0.485654858,48.57,Medium
Fashion,27.04,0.05,2,Debit Card,05-05-2025,08-05-2025,North,0,51.38,5.53,12.45,64,Female,3,60+,0.524686299,52.47,High
Grocery,4.64,0.1,1,PayPal,14-09-2023,17-09-2023,North,0,4.18,2.75,-2.42,65,Female,3,60+,0.062855593,6.29,Low
Grocery,22.18,0,1,Credit Card,27-08-2025,03-09-2025,East,0,22.18,3.83,-2.06,68,Female,7,60+,0.171639838,17.16,Low
Sports,70.2,0,1,Wallet,05-10-2024,08-10-2024,Central,0,70.2,6.23,14.83,46,Female,3,46-60,0.397269073,39.73,Medium
Toys,20.61,0,3,UPI,07-02-2025,11-02-2025,South,0,61.83,7.54,17.19,36,Female,4,36-45,0.323189563,32.32,Low
Electronics,54.11,0,5,COD,25-03-2025,29-03-2025,South,0,270.55,8.52,23.95,22,Female,4,18-25,0.41154115,41.15,Medium
Electronics,232.65,0.1,1,Credit Card,31-03-2024,06-04-2024,East,0,209.39,6.85,18.28,20,Female,6,18-25,0.46645681,46.65,Medium
Beauty,3.38,0,2,Credit Card,11-01-2025,16-01-2025,South,0,6.76,1.9,1.14,58,Female,5,46-60,0.28615047,28.62,Low
Toys,32.45,0.05,1,Debit Card,10-11-2024,16-11-2024,East,0,30.83,6.41,5.92,19,Female,6,18-25,0.466381189,46.64,Medium
Fashion,19.1,0,1,Wallet,02-01-2024,07-01-2024,West,0,19.1,2.99,3.7,24,Male,5,18-25,0.577167624,57.72,High
Beauty,7.48,0.3,1,PayPal,28-11-2023,02-12-2023,South,0,5.24,2.41,-0.05,29,Male,4,26-35,0.196756585,19.68,Low
Electronics,897.93,0,1,PayPal,28-05-2025,03-06-2025,South,0,897.93,9.83,97.92,55,Male,6,46-60,0.543871626,54.39,High
Grocery,1.24,0.05,1,Wallet,14-06-2025,17-06-2025,North,0,1.18,0,0.09,23,Male,3,18-25,0.077547504,7.75,Low
Toys,6.33,0.05,5,Credit Card,27-04-2025,03-05-2025,East,0,30.07,4.46,7.57,58,Female,6,46-60,0.383780773,38.38,Medium
Home,46.22,0.05,1,Wallet,05-10-2023,09-10-2023,West,0,43.91,5.53,6.76,52,Female,4,46-60,0.445140243,44.51,Medium
Grocery,23.78,0,2,Debit Card,23-03-2024,27-03-2024,North,0,47.56,6.26,-2.46,59,Male,4,46-60,0.022350752,2.24,Low
Electronics,452.4,0,1,PayPal,14-10-2023,18-10-2023,Central,0,452.4,7.84,46.45,39,Male,4,36-45,0.540593124,54.06,High
Home,460.79,0,2,COD,10-07-2024,15-07-2024,East,0,921.58,9.6,248.44,61,Male,5,60+,0.442444299,44.24,Medium
Electronics,435.77,0,1,Debit Card,12-07-2025,16-07-2025,North,0,435.77,9.11,43.18,47,Male,4,46-60,0.546576324,54.66,High
Fashion,18.26,0,2,Credit Card,21-04-2024,26-04-2024,Central,0,36.52,5.61,7.17,30,Male,5,26-35,0.58361455,58.36,High
Fashion,13.97,0.1,1,UPI,30-06-2024,05-07-2024,East,0,12.57,3.12,1.28,39,Male,5,36-45,0.521308048,52.13,High
Fashion,74.23,0,1,Credit Card,16-12-2023,22-12-2023,East,0,74.23,6.05,19.93,69,Female,6,60+,0.567195607,56.72,High
Grocery,31.44,0.05,1,UPI,23-05-2025,28-05-2025,North,0,29.87,5.24,-2.85,19,Male,5,18-25,0.021284158,2.13,Low
Home,329.52,0,2,PayPal,23-08-2025,29-08-2025,East,0,659.04,8.97,175.56,64,Female,6,60+,0.470437047,47.04,Medium
Fashion,77.49,0,2,COD,01-05-2024,07-05-2024,South,0,154.98,8.11,46.13,20,Male,6,18-25,0.536684283,53.67,High
Sports,165.53,0,2,Debit Card,06-06-2025,11-06-2025,North,0,331.06,7.63,91.69,22,Female,5,18-25,0.455885681,45.59,Medium
Sports,116.77,0.1,1,Credit Card,03-01-2025,09-01-2025,North,0,105.09,5.4,26.13,48,Male,6,46-60,0.366645487,36.66,Medium
Grocery,18.53,0,1,Credit Card,02-05-2024,07-05-2024,North,0,18.53,3.31,-1.83,60,Female,5,46-60,0.19986396,19.99,Low
Beauty,6.02,0,1,Credit Card,17-09-2024,22-09-2024,South,0,6.02,2.06,0.65,42,Female,5,36-45,0.342372544,34.24,Low
Sports,49.26,0,1,COD,09-05-2025,14-05-2025,South,0,49.26,5.08,9.7,36,Male,5,36-45,0.410088519,41.01,Medium
