category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_probability,risk_score,risk_level
Electronics,393.09,0.0,1,Credit Card,2024-08-21,2024-08-25,South,0,393.09,8.3,38.87,48,Male,4,0.5472768313718323,54.73,High
Electronics,150.87,0.1,1,Credit Card,2023-11-27,2023-12-05,East,0,135.78,7.53,8.76,57,Female,8,0.49929627094880785,49.93,High
Electronics,213.7,0.0,2,Credit Card,2024-11-03,2024-11-08,West,0,427.4,10.12,41.17,43,Male,5,0.5365942612440194,53.66,High
Home,141.18,0.0,1,COD,2023-12-08,2023-12-14,South,0,141.18,7.4,32.13,47,Male,6,0.5132375762467292,51.32,High
Electronics,246.29,0.0,1,Credit Card,2024-10-17,2024-10-23,East,0,246.29,8.32,21.23,56,Female,6,0.5641917210273196,56.42,High
Electronics,946.01,0.05,2,Debit Card,2024-09-16,2024-09-22,East,0,1797.42,9.15,206.54,35,Male,6,0.5267027148977796,52.67,High
Electronics,201.23,0.0,1,Credit Card,2024-03-01,2024-03-07,South,0,201.23,7.83,16.32,47,Male,6,0.5357397687535186,53.57,High
Fashion,58.27,0.0,1,PayPal,2025-02-19,2025-02-23,West,0,58.27,5.46,14.93,50,Male,4,0.5957538086279865,59.58,High
Beauty,62.32,0.05,1,Credit Card,2025-06-25,2025-06-28,Central,0,59.2,7.47,19.17,45,Female,3,0.5143132819844791,51.43,High
Fashion,108.14,0.0,1,Credit Card,2023-09-23,2023-09-29,East,0,108.14,5.78,32.07,24,Female,6,0.5022426761410717,50.22,High
Electronics,817.97,0.0,1,Credit Card,2024-08-04,2024-08-09,South,0,817.97,7.62,90.54,50,Male,5,0.5179773616240282,51.8,High
Home,134.6,0.0,1,Debit Card,2024-05-12,2024-05-17,East,0,134.6,8.32,29.37,55,Male,5,0.507609008390447,50.76,High
Fashion,186.42,0.05,1,COD,2024-03-03,2024-03-07,North,0,177.1,6.85,55.13,48,Male,4,0.5151828863832542,51.52,High
Electronics,276.59,0.0,1,Credit Card,2023-11-24,2023-11-28,Central,0,276.59,7.8,25.39,60,Male,4,0.5482335714669899,54.82,High
Sports,141.7,0.05,1,PayPal,2024-08-30,2024-09-05,East,0,134.61,8.84,31.54,30,Male,6,0.5210149103520063,52.1,High
Fashion,25.63,0.0,1,COD,2024-02-17,2024-02-23,West,0,25.63,5.41,3.56,21,Male,6,0.5480099226622464,54.8,High
Fashion,54.35,0.0,1,Debit Card,2025-02-23,2025-02-28,Central,0,54.35,4.64,14.38,45,Female,5,0.5294422875142716,52.94,High
Home,86.86,0.05,1,COD,2025-07-01,2025-07-07,West,0,82.52,7.42,15.69,63,Other,6,0.502259605189354,50.23,High
Fashion,26.48,0.0,1,Credit Card,2024-10-27,2024-11-01,South,0,26.48,5.17,4.1,64,Male,5,0.5589807019908292,55.9,High
Beauty,41.81,0.05,1,Credit Card,2025-01-22,2025-01-29,South,1,39.72,5.17,12.7,18,Female,7,0.5408624862477848,54.09,High
Electronics,935.01,0.05,1,COD,2025-01-17,2025-01-23,South,0,888.26,10.07,96.52,36,Male,6,0.5880899401112998,58.81,High
Fashion,14.64,0.0,2,Credit Card,2025-08-23,2025-08-28,West,0,29.28,4.43,5.82,31,Male,5,0.5832196029528547,58.32,High
Home,147.06,0.05,1,Credit Card,2024-09-01,2024-09-06,South,0,139.71,8.22,30.9,43,Male,5,0.5434987171952672,54.35,High
Fashion,21.27,0.0,1,Credit Card,2025-02-21,2025-02-26,East,0,21.27,5.54,1.9,52,Male,5,0.5707640200083879,57.08,High
Fashion,32.37,0.0,1,PayPal,2024-06-06,2024-06-12,Central,0,32.37,7.21,4.12,53,Male,6,0.5774978191914397,57.75,High
Fashion,23.03,0.0,2,Debit Card,2024-04-27,2024-05-01,Central,0,46.06,4.87,11.25,55,Female,4,0.5313478473235119,53.13,High
Electronics,729.25,0.05,1,PayPal,2024-09-12,2024-09-17,South,1,692.79,10.6,72.53,25,Male,5,0.6279850138952918,62.8,High
Fashion,37.9,0.0,1,UPI,2024-03-22,2024-03-26,South,0,37.9,6.76,6.5,43,Male,4,0.5895001118459496,58.95,High
Fashion,55.33,0.0,1,Wallet,2025-07-01,2025-07-08,North,1,55.33,6.81,12.56,53,Male,7,0.6197718296085577,61.98,High
Fashion,38.59,0.15,1,UPI,2024-02-13,2024-02-17,South,0,32.8,3.87,7.61,37,Male,4,0.5145690504762914,51.46,High
Electronics,197.39,0.0,3,COD,2025-09-07,2025-09-13,East,0,592.17,7.46,63.6,62,Female,6,0.5137153577902626,51.37,High
Electronics,440.96,0.0,1,COD,2023-10-30,2023-11-03,North,0,440.96,7.42,45.5,28,Male,4,0.52294154804815,52.29,High
Electronics,513.93,0.05,1,Debit Card,2024-12-05,2024-12-10,West,0,488.23,10.28,48.31,27,Male,5,0.5899046794114787,58.99,High
Home,174.19,0.05,1,Debit Card,2025-08-01,2025-08-05,West,0,165.48,8.4,37.93,50,Male,4,0.5431151910312486,54.31,High
Electronics,325.02,0.1,2,Debit Card,2023-09-17,2023-09-21,North,0,585.04,10.6,59.6,21,Male,4,0.5427961265396407,54.28,High
Sports,213.3,0.0,1,COD,2025-06-04,2025-06-10,South,0,213.3,9.06,54.93,58,Male,6,0.5043787007216034,50.44,High
Fashion,139.46,0.05,3,Credit Card,2024-06-22,2024-06-27,Central,1,397.46,7.11,132.0,53,Female,5,0.5951912865272662,59.52,High
Fashion,28.46,0.0,1,Wallet,2024-07-23,2024-07-26,Central,0,28.46,5.91,4.05,25,Female,3,0.5740615694185579,57.41,High
Electronics,144.92,0.2,1,Credit Card,2024-05-19,2024-05-24,South,0,115.94,7.72,6.19,35,Female,5,0.5283055311265381,52.83,High
Electronics,422.89,0.05,3,Debit Card,2024-12-02,2024-12-06,South,0,1205.24,9.83,134.8,33,Female,4,0.5143289226541803,51.43,High
Fashion,15.63,0.0,1,Wallet,2024-11-11,2024-11-18,West,0,15.63,4.94,0.53,54,Male,7,0.5084375717765073,50.84,High
Fashion,145.13,0.0,1,Debit Card,2024-10-04,2024-10-08,Central,0,145.13,6.47,44.33,50,Male,4,0.5499499551921254,54.99,High
Fashion,26.94,0.1,1,Debit Card,2024-11-23,2024-11-29,South,0,24.25,4.95,3.54,28,Male,6,0.5212987585211084,52.13,High
Fashion,15.6,0.0,3,COD,2025-05-06,2025-05-11,South,0,46.8,5.5,10.88,49,Male,5,0.508443367063605,50.84,High
Home,102.88,0.0,2,Credit Card,2024-08-27,2024-08-31,South,0,205.76,9.56,48.05,60,Female,4,0.5078779480708676,50.79,High
Fashion,57.0,0.0,3,COD,2025-03-27,2025-04-02,East,0,171.0,8.31,51.54,64,Female,6,0.6005598573173231,60.06,High
Fashion,24.67,0.05,1,PayPal,2025-07-31,2025-08-04,North,0,23.44,3.66,4.54,64,Female,4,0.5678555265200405,56.79,High
Home,190.56,0.0,1,COD,2025-01-17,2025-01-21,Central,0,190.56,9.69,43.67,48,Female,4,0.5374305009107349,53.74,High
Electronics,83.45,0.0,1,Wallet,2025-03-16,2025-03-19,Central,0,83.45,6.7,3.31,29,Male,3,0.5166610089358341,51.67,High
Electronics,103.73,0.0,1,UPI,2023-12-14,2023-12-19,Central,1,103.73,7.72,4.73,52,Male,5,0.5337805178486124,53.38,High
Electronics,383.99,0.0,1,UPI,2024-06-09,2024-06-17,West,0,383.99,7.72,38.36,49,Male,8,0.5119202045830246,51.19,High
Electronics,111.57,0.15,1,UPI,2025-04-03,2025-04-09,South,1,94.83,7.28,4.1,59,Female,6,0.6205930339779002,62.06,High
Fashion,36.82,0.0,1,Credit Card,2024-11-20,2024-11-27,East,0,36.82,5.91,6.98,55,Male,7,0.5943907748609556,59.44,High
Electronics,418.22,0.15,1,Credit Card,2023-12-16,2023-12-21,East,0,355.49,9.45,33.21,57,Male,5,0.5910907813236739,59.11,High
Electronics,645.57,0.05,1,Credit Card,2024-08-06,2024-08-11,North,0,613.29,11.05,62.54,48,Female,5,0.5845466572113941,58.45,High
Fashion,40.55,0.05,1,Credit Card,2024-12-27,2024-12-31,North,0,38.52,4.9,8.58,62,Female,4,0.5582262573063967,55.82,High
Fashion,51.05,0.0,1,Credit Card,2025-05-26,2025-05-31,East,0,51.05,6.07,11.8,33,Female,5,0.5615716964227097,56.16,High
Electronics,239.71,0.0,1,Debit Card,2024-02-18,2024-02-21,North,0,239.71,8.24,20.53,24,Female,3,0.5049877385493936,50.5,High
Fashion,24.82,0.0,1,PayPal,2025-05-24,2025-05-28,South,0,24.82,5.09,3.6,42,Male,4,0.5774661092226399,57.75,High
Electronics,368.5,0.0,3,UPI,2024-06-15,2024-06-20,South,0,1105.5,10.76,121.9,28,Male,5,0.5002728857136812,50.03,High
Sports,175.75,0.0,1,Debit Card,2025-04-16,2025-04-22,South,0,175.75,8.48,44.24,36,Female,6,0.5040549425474206,50.41,High
Home,158.56,0.1,1,Debit Card,2025-04-06,2025-04-11,South,0,142.7,6.96,33.0,54,Female,5,0.5326698507316481,53.27,High
Electronics,360.44,0.0,1,COD,2023-10-04,2023-10-08,Central,0,360.44,9.5,33.75,31,Female,4,0.541981057046496,54.2,High
Fashion,110.21,0.05,1,Credit Card,2025-06-09,2025-06-14,East,0,104.7,8.14,28.5,21,Male,5,0.5071445704700845,50.71,High
Electronics,314.16,0.15,1,UPI,2024-02-08,2024-02-13,East,0,267.04,8.46,23.58,61,Female,5,0.5653504030241843,56.54,High
Home,217.31,0.1,1,Credit Card,2024-09-24,2024-09-28,North,0,195.58,8.52,46.24,58,Male,4,0.5346585483597458,53.47,High
Fashion,58.17,0.0,1,Credit Card,2024-03-07,2024-03-10,North,0,58.17,6.89,13.47,58,Female,3,0.5926913541582239,59.27,High
Electronics,228.73,0.1,2,PayPal,2024-09-30,2024-10-06,East,0,411.71,8.69,40.72,63,Male,6,0.5500843911256008,55.01,High
Fashion,27.89,0.0,1,UPI,2024-03-06,2024-03-10,Central,0,27.89,7.57,2.19,58,Male,4,0.5417632232376005,54.18,High
Fashion,25.11,0.0,1,Credit Card,2025-04-04,2025-04-08,South,0,25.11,5.53,3.26,69,Male,4,0.554873096838794,55.49,High
Beauty,81.63,0.1,1,UPI,2024-03-04,2024-03-09,North,1,73.47,6.57,26.49,23,Female,5,0.5229418476331332,52.29,High
Electronics,343.5,0.0,1,Credit Card,2024-01-28,2024-02-02,East,0,343.5,8.76,32.46,47,Male,5,0.558383919401804,55.84,High
Electronics,95.66,0.15,1,COD,2025-02-23,2025-02-28,South,0,81.31,7.51,2.25,52,Male,5,0.5748752296842313,57.49,High
Fashion,16.01,0.05,1,Credit Card,2025-09-05,2025-09-09,South,0,15.21,4.02,1.3,43,Female,4,0.5824360297548202,58.24,High
Fashion,96.73,0.0,1,Credit Card,2025-07-09,2025-07-14,Central,0,96.73,9.39,24.47,66,Female,5,0.5336833150850595,53.37,High
Fashion,19.72,0.2,1,Credit Card,2024-11-01,2024-11-06,South,0,15.78,4.08,1.44,25,Male,5,0.5347436859433213,53.47,High
Fashion,91.39,0.0,1,Debit Card,2023-11-12,2023-11-17,South,0,91.39,7.01,24.98,37,Female,5,0.6043043656340656,60.43,High
Fashion,5.68,0.1,1,Wallet,2025-04-24,2025-05-02,South,1,5.11,1.97,-0.18,31,Male,8,0.5483116354143908,54.83,High
Home,93.02,0.05,2,Credit Card,2025-08-23,2025-08-28,South,0,176.74,8.13,41.36,50,Male,5,0.5346620468703038,53.47,High
Electronics,436.06,0.05,2,Credit Card,2025-02-13,2025-02-17,Central,0,828.51,9.37,90.05,59,Male,4,0.5471218922493628,54.71,High
Electronics,203.69,0.0,1,Wallet,2025-07-07,2025-07-14,East,0,203.69,8.71,15.73,54,Female,7,0.5122385633779987,51.22,High
Fashion,11.29,0.0,5,Credit Card,2024-05-28,2024-06-03,West,0,56.45,6.48,13.28,40,Female,6,0.5086943903590586,50.87,High
Fashion,64.21,0.0,4,Credit Card,2023-11-05,2023-11-10,West,0,256.84,8.51,81.38,29,Male,5,0.5012434850887479,50.12,High
Electronics,495.32,0.15,1,UPI,2025-04-07,2025-04-10,Central,0,421.02,8.53,41.99,59,Female,3,0.521269525406442,52.13,High
Fashion,21.68,0.0,3,Credit Card,2025-03-16,2025-03-20,South,0,65.04,5.92,16.84,37,Male,4,0.5748124634911025,57.48,High
Fashion,105.8,0.05,1,Debit Card,2025-04-28,2025-05-04,East,0,100.51,7.27,27.91,50,Female,6,0.5204004264214526,52.04,High
Fashion,11.84,0.15,2,Credit Card,2024-11-14,2024-11-18,West,0,20.13,5.15,1.9,23,Female,4,0.5065342863400549,50.65,High
Electronics,196.78,0.05,3,Debit Card,2024-12-30,2025-01-02,North,0,560.82,8.84,58.46,24,Female,3,0.501873841677416,50.19,High
Sports,84.13,0.0,2,Credit Card,2025-01-18,2025-01-23,South,0,168.26,8.41,42.07,23,Female,5,0.5043650972921018,50.44,High
Home,82.47,0.0,1,Credit Card,2024-11-18,2024-11-22,Central,0,82.47,5.84,17.25,59,Female,4,0.5040895833316408,50.41,High
Home,184.41,0.05,2,Credit Card,2025-06-22,2025-06-27,North,1,350.38,6.68,91.43,30,Male,5,0.5259996750238348,52.6,High
Electronics,404.8,0.0,1,UPI,2023-10-09,2023-10-12,North,1,404.8,8.31,40.27,39,Other,3,0.5538389500175089,55.38,High
Fashion,14.49,0.05,1,Wallet,2024-04-13,2024-04-16,Central,1,13.77,6.39,-1.57,25,Female,3,0.5846820524588945,58.47,High
Fashion,33.37,0.15,1,Credit Card,2024-08-22,2024-08-27,West,0,28.36,5.34,4.59,32,Female,5,0.5393295551835802,53.93,High
Electronics,382.09,0.1,1,COD,2025-05-03,2025-05-08,East,0,343.88,8.59,32.68,33,Female,5,0.5772595583560377,57.73,High
Fashion,70.53,0.1,1,PayPal,2023-12-16,2023-12-21,West,1,63.48,6.33,15.89,62,Male,5,0.5824350344231363,58.24,High
Home,168.01,0.0,2,Debit Card,2023-11-14,2023-11-19,East,0,336.02,8.78,85.31,36,Female,5,0.49916727996101906,49.92,High
Fashion,30.92,0.0,2,COD,2024-05-15,2024-05-19,West,0,61.84,6.96,14.68,26,Male,4,0.5708663906892878,57.09,High
Fashion,39.8,0.0,1,Credit Card,2025-05-19,2025-05-24,North,0,39.8,4.85,9.08,48,Female,5,0.5744546812327587,57.45,High
Electronics,197.71,0.0,1,COD,2024-07-18,2024-07-24,East,0,197.71,7.6,16.13,35,Female,6,0.5489454938814039,54.89,High
Fashion,32.43,0.0,2,UPI,2023-12-02,2023-12-06,North,0,64.86,4.37,18.33,56,Male,4,0.5261123166497494,52.61,High
Fashion,88.64,0.0,1,COD,2025-07-02,2025-07-05,North,0,88.64,8.12,22.9,38,Male,3,0.5627265442168151,56.27,High
Electronics,364.46,0.0,2,UPI,2024-02-06,2024-02-12,East,0,728.92,10.33,77.14,30,Female,6,0.5607511247056868,56.08,High
Fashion,33.11,0.0,2,Debit Card,2025-08-24,2025-08-29,South,1,66.22,6.03,17.15,37,Female,5,0.6219028831208301,62.19,High
Fashion,133.8,0.05,1,COD,2024-03-19,2024-03-23,South,0,127.11,5.89,38.6,35,Female,4,0.5373550368647542,53.74,High
Fashion,24.86,0.1,1,COD,2024-08-09,2024-08-13,West,0,22.37,4.24,3.59,48,Female,4,0.5072555971192183,50.73,High
Fashion,23.47,0.0,1,Debit Card,2023-12-08,2023-12-12,South,0,23.47,5.28,2.93,67,Male,4,0.5579339344317316,55.79,High
Electronics,877.92,0.0,1,Credit Card,2024-07-29,2024-08-03,West,0,877.92,9.32,96.03,56,Male,5,0.5266047755594601,52.66,High
Fashion,113.58,0.0,1,Debit Card,2025-07-10,2025-07-14,Central,0,113.58,8.55,31.2,24,Female,4,0.5048176100317702,50.48,High
Electronics,386.24,0.0,1,Credit Card,2025-04-06,2025-04-10,Central,0,386.24,7.92,38.43,35,Male,4,0.5313133493481976,53.13,High
Fashion,50.74,0.15,1,Credit Card,2025-04-28,2025-05-02,North,0,43.13,6.65,8.45,47,Female,4,0.5107145586186125,51.07,High
Fashion,34.75,0.0,3,Credit Card,2025-03-31,2025-04-04,North,0,104.25,7.35,29.14,69,Female,4,0.5088510445651663,50.89,High
Electronics,160.63,0.0,2,Credit Card,2024-03-03,2024-03-10,East,0,321.26,9.34,29.21,55,Male,7,0.5168554070516569,51.69,High
Home,157.13,0.0,1,COD,2024-12-09,2024-12-14,West,0,157.13,7.38,36.62,38,Female,5,0.5191505078297612,51.92,High
Electronics,544.19,0.0,2,PayPal,2023-11-13,2023-11-17,Central,1,1088.38,9.26,121.35,35,Male,4,0.5387571360344293,53.88,High
Sports,111.36,0.1,2,Debit Card,2023-10-16,2023-10-21,West,0,200.45,7.61,52.52,34,Male,5,0.5106444212860936,51.06,High
Fashion,137.65,0.0,1,UPI,2024-05-01,2024-05-05,North,0,137.65,7.45,40.73,45,Female,4,0.5545592776741906,55.46,High
Fashion,91.46,0.05,1,Credit Card,2025-07-08,2025-07-12,West,0,86.89,6.97,23.44,21,Male,4,0.5050785826049311,50.51,High
Fashion,24.85,0.0,2,Credit Card,2025-01-07,2025-01-11,South,0,49.7,4.3,13.1,39,Female,4,0.5360525311959078,53.61,High
Fashion,16.46,0.0,1,Credit Card,2024-08-24,2024-08-28,West,0,16.46,3.84,1.92,65,Female,4,0.5800126089652307,58.0,High
Fashion,32.66,0.0,1,Credit Card,2025-04-02,2025-04-07,East,0,32.66,6.1,5.33,68,Male,5,0.6110873915011312,61.11,High
Electronics,519.7,0.15,1,Credit Card,2024-05-15,2024-05-19,North,0,441.74,8.76,44.25,24,Female,4,0.5392396174926962,53.92,High
Fashion,92.96,0.15,1,Credit Card,2025-08-29,2025-09-04,North,1,79.02,7.0,20.66,34,Female,6,0.6072231204104926,60.72,High
Sports,134.41,0.1,2,Credit Card,2025-03-28,2025-04-02,West,0,241.94,8.46,64.12,25,Female,5,0.5113290536865249,51.13,High
Toys,35.51,0.05,1,Credit Card,2025-07-09,2025-07-13,South,0,33.73,4.7,8.79,40,Female,4,0.5130851064042942,51.31,High
Electronics,524.29,0.0,3,COD,2025-01-19,2025-01-24,South,0,1572.87,10.57,178.17,40,Male,5,0.501929358517933,50.19,High
Fashion,36.16,0.0,1,Credit Card,2024-07-23,2024-07-28,South,0,36.16,4.19,8.47,47,Male,5,0.5800329826505188,58.0,High
Electronics,428.38,0.0,1,Credit Card,2025-04-19,2025-04-23,West,0,428.38,8.97,42.44,67,Female,4,0.5459615046768812,54.6,High
Electronics,654.04,0.0,2,Debit Card,2024-04-09,2024-04-15,East,1,1308.08,10.18,146.79,66,Male,6,0.5839297619922732,58.39,High
Fashion,148.18,0.0,1,Debit Card,2023-11-12,2023-11-19,South,0,148.18,7.37,44.49,64,Male,7,0.5618626615887815,56.19,High
Sports,161.42,0.1,2,UPI,2023-10-18,2023-10-22,West,0,290.56,7.91,79.26,60,Male,4,0.5052398567457997,50.52,High
Fashion,19.23,0.1,1,Credit Card,2025-07-07,2025-07-12,West,0,17.31,4.15,1.91,32,Male,5,0.5374902710951924,53.75,High
Electronics,106.29,0.15,1,UPI,2023-11-23,2023-11-29,South,0,90.35,6.98,3.86,48,Male,6,0.5397520870300163,53.98,High
Sports,76.15,0.1,3,Credit Card,2024-08-14,2024-08-19,West,0,205.6,8.29,53.39,23,Male,5,0.5307399610440959,53.07,High
Fashion,69.88,0.0,1,Credit Card,2024-02-24,2024-02-27,North,0,69.88,5.35,19.11,39,Female,3,0.547910147384481,54.79,High
Fashion,11.45,0.0,4,Credit Card,2024-06-20,2024-06-25,South,0,45.8,7.02,9.01,38,Male,5,0.5477719308427406,54.78,High
Fashion,54.86,0.0,1,Credit Card,2024-10-05,2024-10-09,Central,0,54.86,5.78,13.42,41,Male,4,0.6009763096890759,60.1,High
Fashion,17.96,0.0,1,Credit Card,2024-03-22,2024-03-28,East,0,17.96,4.4,1.89,19,Male,6,0.5462135240116076,54.62,High
Electronics,68.16,0.0,1,COD,2025-08-09,2025-08-13,South,0,68.16,4.23,3.95,47,Male,4,0.5333984325278333,53.34,High
Fashion,30.79,0.15,1,Credit Card,2024-01-17,2024-01-21,North,1,26.17,4.31,4.85,34,Female,4,0.6127939376482865,61.28,High
Fashion,33.16,0.0,1,Credit Card,2023-09-16,2023-09-22,East,0,33.16,6.06,5.55,31,Other,6,0.5822073191208762,58.22,High
Electronics,271.32,0.0,1,Debit Card,2025-07-05,2025-07-11,East,0,271.32,8.51,24.05,43,Female,6,0.5692855639137799,56.93,High
Electronics,92.6,0.05,5,Credit Card,2025-09-11,2025-09-16,East,0,439.85,10.14,42.64,29,Male,5,0.5087315543102054,50.87,High
Fashion,131.17,0.0,1,Debit Card,2023-10-20,2023-10-28,East,0,131.17,7.64,38.27,41,Male,8,0.5089316871138955,50.89,High
Fashion,22.42,0.0,1,Credit Card,2024-09-14,2024-09-21,East,0,22.42,4.87,2.98,29,Female,7,0.5760093210427302,57.6,High
Electronics,197.0,0.0,2,Credit Card,2024-10-31,2024-11-04,South,0,394.0,8.84,38.44,49,Female,4,0.515326631216821,51.53,High
Fashion,15.73,0.0,1,Debit Card,2024-09-05,2024-09-09,West,0,15.73,2.84,2.67,69,Male,4,0.5403811960913896,54.04,High
Sports,134.65,0.3,1,Credit Card,2025-02-12,2025-02-15,North,1,94.26,5.51,22.77,44,Female,3,0.5042436747193405,50.42,High
Beauty,98.55,0.1,1,Credit Card,2025-07-09,2025-07-14,South,0,88.7,8.06,31.85,52,Male,5,0.535894979673985,53.59,High
Home,214.77,0.05,1,Credit Card,2024-02-15,2024-02-21,East,0,204.03,8.49,48.64,64,Male,6,0.5276254641504804,52.76,High
Fashion,83.2,0.1,1,Credit Card,2025-04-11,2025-04-16,North,0,74.88,5.98,20.23,53,Female,5,0.5375676194407021,53.76,High
Electronics,428.09,0.0,2,Wallet,2023-12-10,2023-12-15,East,0,856.18,8.84,93.9,67,Other,5,0.5316842956767653,53.17,High
Fashion,44.78,0.15,1,Debit Card,2025-02-06,2025-02-09,North,1,38.06,5.97,7.35,25,Female,3,0.5406200552011354,54.06,High
Home,188.0,0.1,1,Credit Card,2024-07-11,2024-07-15,West,0,169.2,7.51,39.87,19,Male,4,0.5032150766700547,50.32,High
Fashion,27.01,0.0,1,Debit Card,2025-05-18,2025-05-22,Central,0,27.01,4.16,5.29,43,Male,4,0.5922514493370298,59.23,High
Home,127.54,0.2,1,Credit Card,2024-01-03,2024-01-09,South,1,102.03,7.26,21.31,58,Female,6,0.5152978073554746,51.53,High
Electronics,287.66,0.05,1,Debit Card,2024-11-10,2024-11-15,East,0,273.28,8.29,24.5,22,Male,5,0.5498554340208505,54.99,High
Electronics,465.07,0.15,2,Credit Card,2024-09-18,2024-09-22,North,0,790.62,9.54,85.33,33,Male,4,0.5036269618384884,50.36,High
Fashion,31.66,0.0,2,COD,2025-07-09,2025-07-14,Central,0,63.32,6.04,16.12,36,Male,5,0.5921513115040579,59.22,High
Toys,7.85,0.0,1,Debit Card,2024-05-19,2024-05-24,West,1,7.85,4.19,-1.05,28,Female,5,0.50688307190198,50.69,High
Home,74.9,0.1,2,Debit Card,2025-03-28,2025-04-01,Central,0,134.82,7.07,30.68,35,Female,4,0.5279264165755687,52.79,High
Fashion,83.35,0.0,1,Wallet,2024-09-13,2024-09-17,South,1,83.35,5.43,23.74,25,Female,4,0.5828201144138304,58.28,High
Fashion,21.69,0.0,2,Credit Card,2025-06-27,2025-07-02,West,0,43.38,5.12,10.06,50,Male,5,0.5602081073831835,56.02,High
Electronics,352.77,0.05,1,Credit Card,2025-03-14,2025-03-20,East,0,335.13,9.67,30.55,49,Male,6,0.59752893251692,59.75,High
Home,181.67,0.0,1,PayPal,2025-06-29,2025-07-05,West,0,181.67,7.06,43.81,52,Female,6,0.5266340446714537,52.66,High
Electronics,279.0,0.15,1,Credit Card,2024-08-21,2024-08-24,Central,1,237.15,9.72,18.74,54,Male,3,0.5750747354603147,57.51,High
Home,73.64,0.1,3,Debit Card,2024-03-25,2024-03-31,East,0,198.83,10.18,45.49,37,Female,6,0.5500697771149179,55.01,High
Electronics,312.11,0.0,2,COD,2025-03-20,2025-03-26,East,0,624.22,8.61,66.3,24,Female,6,0.5272401816435844,52.72,High
Electronics,360.54,0.0,1,PayPal,2024-11-29,2024-12-04,East,0,360.54,9.15,34.11,67,Male,5,0.5644549119303178,56.45,High
Fashion,22.99,0.0,1,PayPal,2023-12-27,2023-12-31,North,0,22.99,5.36,2.69,67,Female,4,0.5822701183076382,58.23,High
Fashion,40.29,0.05,1,Credit Card,2024-02-18,2024-02-24,East,0,38.28,5.09,8.31,38,Female,6,0.5195569789408819,51.96,High
Home,187.49,0.0,1,PayPal,2023-11-28,2023-12-04,East,0,187.49,7.87,44.63,62,Male,6,0.5318638474094219,53.19,High
Electronics,797.62,0.1,1,Debit Card,2023-09-27,2023-10-01,West,0,717.86,9.77,76.37,45,Male,4,0.5982310396729068,59.82,High
Electronics,112.87,0.0,1,Debit Card,2024-05-12,2024-05-18,East,0,112.87,8.11,5.43,61,Female,6,0.5287442096829964,52.87,High
Electronics,369.94,0.0,1,Credit Card,2024-08-23,2024-08-30,West,1,369.94,8.47,35.92,53,Female,7,0.5416349879541222,54.16,High
Fashion,17.63,0.0,2,UPI,2025-07-11,2025-07-17,Central,0,35.26,3.68,8.66,59,Female,6,0.5442850567670742,54.43,High
Fashion,33.21,0.0,1,COD,2024-09-11,2024-09-15,North,0,33.21,5.13,6.49,27,Male,4,0.6153610811278719,61.54,High
Electronics,226.85,0.0,4,Debit Card,2023-12-07,2023-12-11,South,1,907.4,11.91,96.98,63,Male,4,0.5488612072609806,54.89,High
Fashion,27.33,0.0,1,Credit Card,2023-12-23,2023-12-29,East,0,27.33,5.0,4.57,28,Female,6,0.5773302515567643,57.73,High
Electronics,456.34,0.1,2,Credit Card,2024-01-29,2024-02-04,North,0,821.41,11.59,86.98,18,Male,6,0.5234639920698431,52.35,High
Electronics,144.03,0.05,3,Credit Card,2024-04-22,2024-04-26,West,0,410.49,9.89,39.37,23,Male,4,0.5435135847018543,54.35,High
Electronics,63.41,0.0,1,Credit Card,2024-06-05,2024-06-10,East,0,63.41,5.34,2.27,20,Female,5,0.5050474979919317,50.5,High
Fashion,44.23,0.0,1,Wallet,2025-05-26,2025-05-31,South,0,44.23,5.55,9.93,59,Female,5,0.5618695043920254,56.19,High
Fashion,19.14,0.0,1,Debit Card,2024-09-02,2024-09-09,West,0,19.14,4.46,2.24,44,Female,7,0.5750129342070377,57.5,High
Fashion,71.48,0.0,2,COD,2024-05-08,2024-05-12,North,0,142.96,6.93,43.11,65,Female,4,0.6057146757173627,60.57,High
Fashion,14.24,0.0,2,COD,2024-01-13,2024-01-20,South,0,28.48,5.77,4.2,57,Male,7,0.5597026620423078,55.97,High
Fashion,31.84,0.0,2,Debit Card,2025-01-20,2025-01-24,Central,0,63.68,6.68,15.61,26,Male,4,0.5786760440701372,57.87,High
Electronics,169.17,0.05,2,Credit Card,2025-03-22,2025-03-28,West,0,321.42,8.35,30.22,47,Male,6,0.5470413468826532,54.7,High
Home,178.56,0.0,1,Debit Card,2024-04-07,2024-04-14,Central,0,178.56,7.22,42.78,45,Female,7,0.5102374841930459,51.02,High
Home,94.67,0.1,2,UPI,2023-12-02,2023-12-05,North,0,170.41,7.97,39.74,39,Female,3,0.5041872547754689,50.42,High
Fashion,58.57,0.0,1,UPI,2024-07-14,2024-07-18,Central,0,58.57,6.75,13.75,64,Other,4,0.5863587696983645,58.64,High
Fashion,24.28,0.0,3,COD,2024-08-04,2024-08-11,East,1,72.84,5.37,20.12,59,Male,7,0.5835028287296095,58.35,High
Fashion,92.72,0.0,4,Credit Card,2025-08-24,2025-08-30,East,0,370.88,7.7,122.11,45,Female,6,0.5025658903602703,50.26,High
